Timestamp,Sejak kapan Anda mengikuti JKT48 dan/atau menjadi fans JKT48? ,Gender,Usia,"Berdasarkan tempat tinggal Anda, manakah yang paling tepat mendeskripsikan Anda?",Apa status Anda saat ini?,Apakah Anda sudah pernah melakukan pembelian produk JKT48? ,Media sosial apa yang secara aktif Anda gunakan untuk menjalankan aktivitas sebagai fans JKT48 (idoling)?,Apa alasan yang men-trigger Anda untuk menjadi atau kembali menjadi fans JKT48 pasca-restrukturisasi? (Alasan menjadi fans JKT48),"Secara rata-rata, berapa uang yang Anda habiskan dalam sebulan untuk idoling?",Dari produk di bawah manakah yang pernah Anda beli?,"Dari pilihan di bawah ini, manakah sumber yang menginfluence Anda untuk menjadi Fans JKT48?",Jika Anda menjawab Streamer sebagai sumber awareness dan sumber influence Anda untuk menjadi fans JKT48. siapakah Streamer yang paling menginfluence Anda dan alasannya?,,,,,,,,,,,,,,,
12/29/2023 17:23:33,tahun 2022,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"karena tiba tiba banyak vidio tentang jkt48 yang lewat di fyp saya, jadinya penasaran dan mendalami lebih lanjut ttg jkt48 ini. Ternyata seru juga, membernya kocak kocak, lucu dan cantik cantik jg.. jadi nyaman deh sampai skrg. Alasan sebenarnya mungkin sy jadi lebih bahagia semenjak jkt48 muncul di hidup sy.. jadi ada semangat hidup lagi",Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 17:25:17,tahun 2021,Laki-Laki,15-20 tahun,Fans near,Bekerja,Iya,Twitter,Karena dibulan februari kemarin JKT48 sempat mendatangkan kota saya dan lagi viral dan boomingnya JKT48 sekarang menjadi tertarik untuk mengidol kembali,< Rp 500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/29/2023 17:26:42,tahun 2022,Perempuan,20-25 tahun,Fans far,Bekerja,Iya,Tiktok,"Karena Ketidak sengajaan yang di sengaja gara gara melihat sesosok azizi asadel yg sangat kerenn, di tambah berasa nostalgia jaman smp 2012 pertama kali kenal jkt dan pada akhirnya hiatus,sehingga di pertengahan 2022 kembali terjerumus dalam fandom ini ",< Rp 500.000,"Streaming Theater, Video Call with JKT48, Meet and Greet, Birthday T-shirt, Merchandise Lainnya",Zee x Erigo New York,,,,,,,,,,,,,,,,
12/29/2023 17:29:05,tahun 2023,Laki-Laki,di atas 30 tahun,Fans far,Bekerja,Iya,Youtube,seru aja x,< Rp 500.000,"Streaming Theater, Merchandise Lainnya",Streamer,"deankt dan nastasia adeline, alasan seru saat lihat mereka mereact video jeketi dari saweria",,,,,,,,,,,,,,,
12/29/2023 17:30:38,tahun 2021,Perempuan,26-30 tahun,Fans far,Bekerja,Iya,Twitter,Karena dengan gambar member aku jadi semangat buat berkarya,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 17:31:09,tahun 2021,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Restrukturisasi itu sendiri ,< Rp 500.000,"Theater, Streaming Theater, Tiket Konser, Merchandise Lainnya",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 17:39:34,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,Pertama mengenali JKT48 karena tertarik oleh salah satu member JKT48 yaitu Freyana Shifa jayawardana,< Rp 500.000,Merchandise Lainnya,Meme Freya,Fandi dan Lutfi halimawan karena asikk orang nya,,,,,,,,,,,,,,,
12/29/2023 17:40:26,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Tiktok,"Pintu masuknya dari meme Freya, trus mulai seliweran teriakan penonton teater ke Gita, sampe akhirnya mulai ngepoin stelah lewat video pengumuman graduate ci Shani, dan sekarang di kunci sama bocil ohaiyo:)
Tapi secara musik emang seleraku juga",< Rp 500.000,Birthday T-shirt,Meme Freya,-,,,,,,,,,,,,,,,
12/29/2023 17:40:38,tahun 2023,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,tertarik dalam peri dol an,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,tidak ada sejauh ini,,,,,,,,,,,,,,,
12/29/2023 17:41:46,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Instagram,"simpel saja ""FREYANASHIFA JAYAWARDANA"" ",Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 17:44:01,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Meme Freya,< Rp 500.000,Merchandise Lainnya,Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 17:44:42,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Youtube,"Setelah nonton konser yg ngundang jkt48 di kota sendiri, sehabis itu mulai tertarik sendiri",< Rp 500.000,Streaming Theater,Festival musik yang mengundang JKT48,Mada Rahadian karna org nya humble dan penyampaian nya bagus,,,,,,,,,,,,,,,
12/29/2023 17:45:42,tahun 2022,Laki-Laki,26-30 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,"Nonton cuplikan² video Haruka di ini sahur dan ini talk show, suka Haruka dan kepoin dia dan kaget ternyata dia ex member jkt48, lalu nonton jkt48 core hingga penasaran dengan nasib jkt48 saat itu dan akhirnya terperangkap deh",< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,Tg purnama,,,,,,,,,,,,,,,
12/29/2023 17:45:56,tahun 2023,,di atas 30 tahun,Fans far,Bekerja,Iya,Twitter,Lebih relate,Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 17:45:58,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Lainnya,Hobi baru aja,< Rp 500.000,"Streaming Theater, Merchandise Lainnya",Meme Freya,Ga ada,,,,,,,,,,,,,,,
12/29/2023 17:46:35,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,"Pertama, karena saat itu diajak temen ke salah satu event off air jkt, dan saya mulai tertarik dengan lagu-lagu mereka dan akhirnya mulai mencari tau member-member nya",Rp 500.000 - 1.000.000,"2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/29/2023 17:48:39,tahun 2022,Laki-Laki,10-15 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,? ,Rp 500.000 - 1.000.000,"Streaming Theater, Tiket Konser, Merchandise Lainnya",Streamer,Deankt,,,,,,,,,,,,,,,
12/29/2023 17:50:19,tahun 2022,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Tiba tiba tertarik menjadi fans ,< Rp 500.000,"Streaming Theater, Meet and Greet, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 17:55:18,tahun 2021,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,"Menjadi rumah kedua ku penyemangat ku, seneng aja rasanya ngefens sama jkt",< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 17:55:32,tahun 2022,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Twitter,Clip Iwan Fals ft. JKT48 di acara HUT SCTV.,< Rp 500.000,Streaming Theater,Zee x Erigo New York,,,,,,,,,,,,,,,,
12/29/2023 17:56:01,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Karena MV oshibe saya menjadi fjkt48,< Rp 500.000,Merchandise Lainnya,Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 17:58:16,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Karna menghibur, sy ter-trigger menjadi fans JKT48 karna menonton konten clip theather dan sy merasa sangat terhibur pada saat itu. Mulai dari situ sy mulai kepo tentang JKT48 secara mendalam.",< Rp 500.000,Tiket event off-air atau on-air,Konten Clip Theater JKT48,Tidak ada,,,,,,,,,,,,,,,
12/29/2023 17:59:46,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Konsep idol yang menarik,< Rp 500.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser",Twitter terkait JKT48,Tgpurnama,,,,,,,,,,,,,,,
12/29/2023 18:01:06,tahun 2023,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,Karna membernya asik ,< Rp 500.000,Birthday T-shirt,Konten Tiktok Terkait JKT48,Adel,,,,,,,,,,,,,,,
12/29/2023 18:02:20,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Kelucuan yang saya lihat dari clip ditiktok tentang jkt48 pada tahun 2022,< Rp 500.000,"Streaming Theater, Merchandise Lainnya",Konten Clip Theater JKT48,-,,,,,,,,,,,,,,,
12/29/2023 18:05:05,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,Suka musiknya,< Rp 500.000,Tiket Konser,Konten Tiktok Terkait JKT48,"Windah Basudara karena telah mengundang gita, jeslyn dan kathrina saat live streaming charity dari itu menjadi tertarik",,,,,,,,,,,,,,,
12/29/2023 18:07:24,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Lagunya enak,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Lainnya,Robby s putra,,,,,,,,,,,,,,,
12/29/2023 18:13:10,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Klip tiktok member bukan karena penampilannya tapi personalitinya dan mediashare lagi di streamer ,Rp 1.000.001 - 1.500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Merchandise Lainnya",Streamer,DeanKT dan Bala-Bala karena mediashare lagu baru yang sebelumnya waktu jadi fans dulu belum pernah denger lagu itu alias sempet Hiatus dan baru balik di New Era,,,,,,,,,,,,,,,
12/29/2023 18:14:15,tahun 2023,Laki-Laki,26-30 tahun,Fans far,Bekerja,Iya,Twitter,Konten-konten summer tour,< Rp 500.000,Streaming Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:14:46,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karna gita istri saya,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:15:32,tahun 2022,Perempuan,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,melihat video/post terkait konser 1th anniv (heaven) di timeline berbagai medsos,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:15:53,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Ada member menarik, banyak lagu bagus yang rilis (translated)",Rp 500.000 - 1.000.000,"Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,"Bisa dilihat saya tidak menjawab streamer, tetapi jika disuruh menjawab siapa akan saya jawab Naplive, alasannya karena sempet ngenalin kalo dia oshinya marsha dan dia sempet promosiin juga apa itu JKT48 ke viewernya.",,,,,,,,,,,,,,,
12/29/2023 18:16:51,tahun 2021,Laki-Laki,26-30 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Mendukung peninggalan Beby ,< Rp 500.000,"Streaming Theater, Birthday T-shirt",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:18:54,tahun 2021,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,"Waktu itu kenal jkt48 dari team k3 2019 tapi gak terlalu ngikutin akhirnya tahun 2021 mulai lebih intens ngikutin jkt48 karna membernya lucu random
Cantik dan banyak kehidupan relate kaya mereka",< Rp 500.000,Streaming Theater,Lainnya,-,,,,,,,,,,,,,,,
12/29/2023 18:19:37,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Dari awal pas mereka restrukturisasi saya juga sudah menunggu untuk mengikuti mereka lagi tetapi lama kelamaan saya jenuh, yg membawa saya mengikuti jkt48 lagi itu Karna video komplikasi penonton theater teriak ci Shani lebih dari ""sempurna""",Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,Walau saya fans JKT48 bukan karna streamer tetapi jikalau memang saya tertarik jkt48 Karna streamer udh pasti itu Lutfi hallimawan / Deankt,,,,,,,,,,,,,,,
12/29/2023 18:22:43,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Lainnya,Karna Ci Shani mengumumkan akan segera lulus dari JKT48 ,< Rp 500.000,Merchandise Lainnya,Lainnya,,,,,,,,,,,,,,,,
12/29/2023 18:23:39,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Awalnya sih percakapan Zee dan Christy tentang KTP ,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Zee x Erigo New York,Gaada,,,,,,,,,,,,,,,
12/29/2023 18:24:31,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Saya senang melihat perform oshi saya,< Rp 500.000,Streaming Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:24:36,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,Karena temen sering share tentang jkt48,> Rp 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 18:25:44,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karna membernya imut-imut ,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 18:26:45,tahun 2023,Laki-Laki,26-30 tahun,Fans near,Bekerja,Tidak,Tiktok,Seru,Rp 500.000 - 1.000.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,Jkt48 sering muncul di fyp,,,,,,,,,,,,,,,
12/29/2023 18:26:46,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"menambah kebahagiaan setelah dihantam realita kehidupan, menyeimbangkan mental walau tetap terguncang dengan pengumuman grad oshi",< Rp 500.000,"Birthday T-shirt, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:28:07,tahun 2023,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,JKT48 sangat menghibur dan sangat menyenangkan ,< Rp 500.000,Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:29:03,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,menarik,< Rp 500.000,"Theater, Streaming Theater, Merchandise Lainnya",Meme Freya,"robby, karna konten²nya mengenai jkt",,,,,,,,,,,,,,,
12/29/2023 18:29:09,tahun 2021,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Karena masih ada valkryie 48 dan mengenal JKT48 karena ara,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,ga ada,,,,,,,,,,,,,,,
12/29/2023 18:29:37,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,sebagai pelarian huhuhu,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:29:42,tahun 2023,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,menarik,Rp 500.000 - 1.000.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:32:19,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,"Awalnya cuman kepoin ig nya zee, akhirnya malah suka dan follow, dan saya pun follow akun member lain, dan syaa juga lihat clip clip theater si tiktok, akhirnya jadi suka dan ikutin",< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:36:29,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,"untuk menjadi hiburan saat ada waktu senggang, dan juga sebagai penghilang stress",< Rp 500.000,Merchandise Lainnya,JKT48 x Erigo,,,,,,,,,,,,,,,,
12/29/2023 18:37:30,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,"Karena tingkah laku member JKT48 yg lucu, dan karena cara berinteraksi dengan member yg unik",< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,"Windah basudara melalui streaming amal nya, saya tertarik untuk mengetahui lebih banyak tentang JKT48",,,,,,,,,,,,,,,
12/29/2023 18:39:56,tahun 2022,Perempuan,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,JKT48 menjadi bagian dari moodboster ketika lagi sedih ,Rp 500.000 - 1.000.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Zee x Erigo New York,"Zee jkt48 alasannya karna dia orang nya sopan, baik dan dia suka memberikan motivasi untuk semangat dalam menjalani hidup sehari-hari",,,,,,,,,,,,,,,
12/29/2023 18:42:17,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,"terdoktrin temen waktu circus 2018, dan di akhir 2021 comeback lagi karna melihat beberapa vid JKT48 special performance di youtube",< Rp 500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Instagram post terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:42:38,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Lagu/unit song,< Rp 500.000,"Theater, Streaming Theater, Tiket event off-air atau on-air",Zee x Erigo New York,,,,,,,,,,,,,,,,
12/29/2023 18:43:24,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,karena saya suka beberapa dari lagu jkt48 dan menurut saya member jkt48 layak untuk didukung ,< Rp 500.000,"Theater, Birthday T-shirt, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 18:44:21,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Karena, waktu 2022 di tiktok sempat trending Sisca nyanyi Pesawat Kertas 365 Hari di theater. Dari situ, saya mulai tertarik karena ternyata JKT48 bukan hanya ""jual"" penampilan saja melainkan para member punya bakat dan keunikanya tersendiri sehingga msmbuat saya tertarik untuk dan mengulik JKT48 lebih dalam.",Rp 1.000.001 - 1.500.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:45:10,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Karena seorang Cindy Hapsari yang membuat saya kembali dan akhirnya sampe sekarang,Rp 1.000.001 - 1.500.000,"Birthday T-shirt, Merchandise Lainnya",Lainnya,Tidak ada,,,,,,,,,,,,,,,
12/29/2023 18:45:35,tahun 2021,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Mancari kesenangan ,> Rp 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:46:07,tahun 2021,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Twitter,Mengilangkan kegalauan setelah sepeninggalan almarhum abang,Rp 500.000 - 1.000.000,Theater,JKT48 Tour 2022 & 2023,Ga ada sama sekali,,,,,,,,,,,,,,,
12/29/2023 18:46:27,tahun 2022,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Instagram,"Dari konten showroom ditahun 2022, lalu ada share house 48, dari faktor temen juga dia oshi oniel kebetulan dari sana penasaran dan cek di IG dan yup dari sana tertarik sama adel dan mulai cari tau gimana teater, sr, stream, cheki, juga. Dan di tahun 2023 ini baru kesampaian semua itu sudah pernah MnG adel, 2s birthday, bdts adel 2023, shonichi pas sts adel, dan beli"" merch yang ada adelnya😭",< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 18:48:01,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,Karena jkt sangat membuat saya senang apalagi di saat covid ,< Rp 500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,"Ci Nanaz,karena ci nanas yang sangat membantu saya untuk mengenal jkt.",,,,,,,,,,,,,,,
12/29/2023 18:48:23,tahun 2022,Laki-Laki,26-30 tahun,Fans far,Bekerja,Iya,Tiktok,Tertarik (suka) dengan lagunya dan kagum dengan usaha member,< Rp 500.000,"Streaming Theater, Birthday T-shirt",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:49:19,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Alasan ngidol JKT karna ingin move on dari masalalu yang kurang baik,ngidol sambil memperbaiki diri dan Alhamdulillah semenjak ngidol JKT kerasa banget impact nya ke diri sendiri sedikit² menjadi lebih baik dan lebih semangat menjalani hidup yang lebih berwarna,JKT adalah tempat hijrah ke2 ku setelah sholatku. ",< Rp 500.000,"Birthday T-shirt, Merchandise Lainnya",Festival musik yang mengundang JKT48,Deankt #WEAREMEMBERSHIP,,,,,,,,,,,,,,,
12/29/2023 18:52:07,tahun 2022,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karna setelah ngeliat konten jkt48 di fyp jadi tertarik lagi buat ngikutin jkt48,Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,"Tidak ada,karna saya mulai ngikutin jkt48 lagi melalui konten tiktok",,,,,,,,,,,,,,,
12/29/2023 18:52:11,tahun 2021,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,udh nyemplung jadi susah,Rp 1.500.001 - 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Instagram post terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:52:19,tahun 2021,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Karena suka,< Rp 500.000,"Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Twitter terkait JKT48,Windah Basudara ,,,,,,,,,,,,,,,
12/29/2023 18:52:51,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,"karena saat saya bingung untuk mencari hiburan yang cocok, saya mengenal jkt48 dan rupanya cocok dengan selera saya",Rp 500.000 - 1.000.000,"Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Instagram post terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:53:17,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Saya dari 2019 memang suka sama jkt48 karena lagu nya yang ngga ngebosenin dan member yang selalu aktif membuat seakan akan kita bisa menggapai mereka (walau mustahil kalo bukan miliarder) ,Rp 1.000.001 - 1.500.000,"Theater, Streaming Theater, Video Call with JKT48, Meet and Greet, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 18:54:03,tahun 2021,Perempuan,26-30 tahun,Fans far,Bekerja,Iya,Instagram,"Karena tertarik melihat JKT48 masih bisa bertahan selama bertahun-tahun, terutama pada masa pandemi.",< Rp 500.000,"Streaming Theater, Meet and Greet, Tiket Konser",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 18:54:46,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Tidak,Twitter,Tingkah laku para member salah satunya zee,< Rp 500.000,Merchandise Lainnya,Zee x Erigo New York,Aina suci,,,,,,,,,,,,,,,
12/29/2023 18:56:53,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Karena JKT48 yang membuat saya berani untuk berubah dan berani memulai hal yang baru ,< Rp 500.000,Birthday T-shirt,JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 18:57:21,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Mencari kegiatan dan hobi baru ketika pandemi,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 18:58:22,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Karna video clip azizi yang eureka milik kita,< Rp 500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser",Zee x Erigo New York,,,,,,,,,,,,,,,,
